genres;title;release_date;id
['Indie'];Plight of the Zombie;2016;434070
['Action'];Mushihimesama Special Arrange Album;2016;442100
['Casual', 'Indie', 'Racing'];OutDrive;2016;441870
['RPG'];Ruzar - The Life Stone - Challenge Map;2016;426060
['Action'];Mushihimesama Cave Festival ver1.5 -Arrange Album-;2016;442101
['Adventure', 'Casual', 'Indie'];Drizzlepath: Genie;2016;438340
['Adventure'];ALONE IN SPACE;2016;444580
['Action', 'Adventure', 'Indie'];Mesel;2016;440690
['Simulation'];Train Simulator: Shanghai Maglev Route Add-On;2016;376933
['Casual', 'Simulation'];Rocksmith® 2014 – My Chemical Romance - “Helena”;2016;390456
['Action', 'Indie'];One Upon Light;2016;394830
['Casual', 'Simulation'];Rocksmith® 2014 – My Chemical Romance - “I’m Not Okay (I Promise)”;2016;390458
['Casual', 'Simulation'];Rocksmith® 2014 – My Chemical Romance - “Famous Last Words”;2016;390457
['Casual', 'Simulation'];Rocksmith® 2014 – My Chemical Romance - “Teenagers”;2016;390459
['Casual', 'Simulation'];Rocksmith® 2014 – My Chemical Romance - “Dead!”;2016;436570
['Casual', 'Simulation'];Rocksmith® 2014 – My Chemical Romance Song Pack II;2016;436571
['Indie'];BLACKHOLE: Original Soundtrack;2016;445920
['Action', 'Casual', 'Indie', 'Simulation'];ChaosTower;2016;354280
['Simulation'];Bridge Constructor Stunts;2016;419080
['Indie', 'Simulation', 'Strategy'];Making History: The Great War - The Red Army;2016;402660
['Action'];Tom Clancy's Rainbow Six® Siege - Platinum Weapon Skin;2016;417465
['Adventure', 'Indie', 'RPG'];Tales of Maj'Eyal - Embers of Rage;2016;404250
['Action', 'Adventure', 'Indie'];Tic-Toc-Tower - Teslagrad DLC;2016;438810
['Simulation'];FSX: Steam Edition - Rutan Q200 Add-On;2016;379576
['Simulation'];FSX: Steam Edition - ERCO Ercoupe 415C Add-On;2016;379582
['Simulation'];FSX: Steam Edition - Globe Swift GC1-A Add-On;2016;379543
['Action', 'Casual', 'Indie'];1943 Megami Strike;2016;440810
['Action', 'Indie', 'Early Access'];Just Death;2016;336210
['Action', 'Adventure', 'Indie'];The Flame in the Flood;2016;318600
['Strategy'];Hitman GO: Definitive Edition;2016;427820
['Indie', 'RPG', 'Strategy'];Shadowrun Chronicles: Missions;2016;435190
['Indie', 'RPG', 'Strategy'];Shadowrun Chronicles Infected: Missions;2016;435200
['Adventure', 'Indie'];Swordbreaker The Game - All in-game scenes HD wallpapers + game OST;2016;446890
['Action', 'Adventure', 'Casual', 'Indie', 'RPG'];Asteroid Bounty Hunter;2016;444220
['Adventure', 'Indie'];ComixPlay #1: The Endless Incident;2016;425040
['Action', 'Adventure'];Shadwen;2016;425210
"['Animation &amp; Modeling', 'Video Production']";IRFaceRig;2016;377590
['Action', 'Indie', 'Simulation', 'Strategy'];Battlevoid: Harbinger;2016;396480
['Simulation'];TS Marketplace: DB Donnerbüchsen Coaches Pack;2016;326023
['Action', 'Indie', 'Simulation', 'Strategy'];Battlevoid: Harbinger OST;2016;411030
sin genero;IRFaceRig Cyborg Baron;2016;435175
sin genero;IRFaceRig Alternates;2016;435170
['Adventure', 'Indie'];ComixPlay #1: The Endless Incident Bonus Content;2016;445080
sin genero;IRFaceRig Natsuko;2016;435173
sin genero;IRFaceRig Team Fortress 2;2016;435177
sin genero;IRFaceRig Normal Humans;2016;435172
sin genero;IRFaceRig Seal of Wisdom;2016;435176
sin genero;IRFaceRig Real Turkey;2016;435174
sin genero;IRFaceRig Monster Pack 1;2016;435171
['Massively Multiplayer'];H1Z1 Test Server;2016;439700
['Indie', 'Racing'];Krautscape;2016;268360
['Indie', 'Simulation', 'Strategy', 'Early Access'];The Kindred;2016;373410
['RPG'];Disgaea PC / 魔界戦記ディスガイア PC;2016;405900
['RPG'];Disgaea PC / 魔界戦記ディスガイア PC - Digital Soundtrack / デジタル・サウンドトラック;2016;439541
['Action', 'Adventure', 'Casual', 'Indie', 'RPG'];24 Hours 'til Rescue: Cheat Pack!;2016;447300
['RPG'];Disgaea PC / 魔界戦記ディスガイア PC - Digital Art Book / デジタル・アートブック;2016;439540
['Casual'];Flowers -Le volume sur printemps- Demo;2016;445440
['RPG'];軒轅劍外傳穹之扉音樂精選集(Sound Collection of Xuan-Yuan Sword EX：The Gate of Firmament);2016;441940
['RPG'];軒轅劍外傳穹之扉(The Gate of Firmament);2016;427030
['Casual', 'Indie'];Gardenarium;2016;423750
['Simulation', 'Strategy'];Atlantic Fleet;2016;420440
['Action', 'Simulation'];X Rebirth: Home of Light;2016;415800
['Action', 'Casual', 'Indie'];Cat on a Diet;2016;447890
['Action', 'Indie'];Sprinter;2016;442260
['Adventure', 'Indie'];The Town of Light - Extras;2016;444040
['Indie', 'RPG', 'Simulation'];Stardew Valley Soundtrack;2016;440820
['Action', 'Indie'];Machine Gun Train Run;2016;428530
['Action', 'Adventure', 'Indie', 'Simulation'];Bear Simulator;2016;395850
['Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy'];Shakes and Fidget;2016;438040
['Action', 'Adventure', 'Casual', 'Indie'];The Haunting of Billy;2016;445170
['Action', 'Adventure', 'Casual', 'Indie'];Adam and Eve: The Game - Chapter 1;2016;443530
['Action', 'Casual', 'Indie'];Huenison AmigaOS 4;2013;434180
['Indie', 'RPG', 'Strategy', 'Early Access'];Era of Majesty;2016;412130
['Adventure', 'Casual', 'Indie', 'RPG'];Official Guide - Vagrant Hearts;2016;392440
['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'];Tabletop Simulator - Scythe;2016;446980
['Adventure', 'Simulation'];Let's Eat! Seaside Cafe;2016;444950
['Casual', 'Indie', 'Simulation'];Lucy -The Eternity She Wished For-;2016;430960
['Simulation', 'Strategy'];Anno 2205  - Tundra;2016;441720
['Adventure', 'Indie'];Alone K.W.;2016;442000
['Adventure', 'Indie', 'RPG', 'Strategy'];Balrum;2016;424250
['Adventure', 'Indie', 'Early Access'];Shadow Of Nebula;2016;433960
['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];Infinity Saga;2016;448750
['Indie', 'Simulation', 'Strategy'];Life in Bunker;2016;401690
['Action'];Banzai Escape;2016;440340
['Adventure', 'Casual', 'Indie'];Recourse;2016;413540
['Action', 'Indie'];That Dam Level redux;2016;434970
['Action', 'Adventure', 'Indie'];Lost Bros;2016;434390
sin genero;Forest Ground Tiling Texture Tutorial;2016;442310
['Adventure', 'Casual', 'Indie'];Echo Tokyo - Wallpapers;2016;372810
['Action', 'Indie'];SUPERHOT;2016;322500
['Simulation'];TANE DLC: NS SD60E First Responders;2016;447480
['Casual', 'Indie', 'Strategy'];Color Chemistry;2016;431860
['Action', 'Indie'];Tross;2016;443850
['Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy'];Age of Gladiators;2016;442500
['Casual'];Alice's Patchwork;2016;444280
['Indie'];Forgotten Ball;2016;434700
['Action', 'Indie'];Bezier;2016;381320
['Adventure', 'Indie', 'RPG'];The Count Lucanor;2016;440880
['Simulation'];TS Marketplace: YQA Parr Wagon Pack;2016;326047
['Action', 'Adventure', 'Indie'];Better Late Than DEAD;2016;352950
['Action', 'Adventure', 'Indie'];Space Overlords;2016;407830
['Adventure', 'Casual', 'Indie'];Draw a Stickman: EPIC - Friend's Journey;2016;435570
['Adventure', 'Indie'];The Guest;2016;402040
['Action', 'Adventure', 'Indie', 'Racing'];Trigger Runners;2016;355560
['Adventure', 'Indie', 'RPG', 'Strategy'];Hard West: Scars of Freedom DLC;2016;441700
['Action', 'Indie'];Blue Rider;2016;402340
['Casual', 'Simulation', 'Strategy'];Campgrounds: The Endorus Expedition Collector's Edition;2016;450150
['Casual', 'Indie', 'RPG'];Heroes of Legionwood - Episode 2;2016;445710
['Action', 'Adventure', 'Indie'];The Aquatic Adventure of the Last Human - Deluxe Extras;2016;441710
sin genero;No Title;2016;437400
['Adventure', 'Indie', 'Simulation'];S.O.R.S;2016;374620
['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy'];Elemental Heroes;2016;432290
['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy'];Elemental Heroes - Quick Starter Pack;2016;449600
['Action', 'Indie'];Super Kitty Boing Boing;2016;440380
['Action', 'Indie'];Momodora: Reverie Under the Moonlight OST;2016;449360
['Action', 'Indie'];Momodora: Reverie Under The Moonlight;2016;428550
['Indie', 'Strategy'];Yrminsul - Deluxe Content;2016;443470
['Strategy'];Highland Warriors;2003;446460
['Simulation'];New York Bus Simulator;2016;446480
['Simulation'];New York Taxi Simulator;2016;446470
['Casual'];Doctor Watson - The Riddle of the Catacombs;2016;446440
['Indie', 'RPG', 'Strategy'];Rhino's Rage;2015;433210
['Casual', 'Indie'];But to Paint a Universe - Soundtrack;2016;450780
['Casual'];Backstreets of the Mind;2016;449350
['Free to Play', 'Indie', 'RPG', 'Simulation'];CUPID - A free to play Visual Novel;2016;421670
['Action', 'Casual', 'Indie'];Mazement;2016;431410
['Action', 'Casual', 'Indie'];Alphabeats: Master Edition;2016;420160
['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy'];Elemental Heroes - Blue Mage 20th Level Set;2016;449601
['Adventure', 'Indie'];Act 3 Soundtrack;2016;371870
['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy'];Elemental Heroes - Blue Fighter 20th Level Set;2016;449603
['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy'];Elemental Heroes - Blue Scout 20th Level Set;2016;449602
['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports'];Wild Animal Racing;2016;389510
['Action', 'Adventure'];NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Season Pass;2016;416424
sin genero;No Title;2016;450220
['Action', 'Indie', 'Racing', 'Sports'];Rocket League® - Batman v Superman: Dawn of Justice Car Pack;2016;438690
['Adventure', 'Casual', 'Indie'];The Next World;2016;427860
['Action', 'Adventure', 'RPG'];Tom Clancy's  The Division  -  Military Specialists Outfits Pack;2016;437702
['Action', 'Adventure', 'RPG'];Tom Clancy’s The Division ;2016;365590
['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy'];Cue Club 2: Pool &amp, Snooker;2016;366690
['Action', 'Adventure', 'RPG'];Tom Clancy's The Division  - Season Pass;2016;437700
['Action', 'Adventure', 'RPG'];Tom Clancy's The Division  -  Marine Forces Outfits Pack;2016;437701
['Free to Play', 'Indie', 'RPG', 'Strategy', 'Early Access'];Labyrinth;2016;412310
['Casual', 'Strategy'];Heal Them All;2016;408880
['Simulation'];OMSI 2 Add-On Citybus O305G;2016;434062
['Simulation'];OMSI 2 Add-On Citybus O405/O405G;2016;434061
['Strategy'];Star Realms;2016;438140
['Strategy'];Star Realms - Bases and Battleships;2016;440040
['Strategy'];Star Realms - Full Version;2016;438150
['Strategy'];Star Realms - Events;2016;440050
['Strategy'];Star Realms - Gambit Set;2016;440030
['Simulation'];FSX: Steam Edition - Heraklion Airport (LGIR) Add-On;2016;379586
['Simulation'];FSX: Steam Edition - Kastellorizo Airport (LGKJ) Add-On;2016;379587
['Simulation'];FSX: Steam Edition - Thessaloniki Airport (LGTS) Add-On;2016;379588
['Racing', 'Simulation', 'Sports'];MX vs. ATV Supercross Encore - 2015 Honda CRF250R MX;2016;429908
['Racing', 'Simulation', 'Sports'];MX vs. ATV Supercross Encore - 2015 Honda CRF450R MX;2016;430310
['Racing', 'Simulation', 'Sports'];MX vs. ATV Supercross Encore - Honda TRX450R ATV;2016;430311
['Racing', 'Simulation', 'Sports'];MX vs. ATV Supercross Encore - 2015 Suzuki RMZ250 MX;2016;430316
['Racing', 'Simulation', 'Sports'];MX vs. ATV Supercross Encore - 2015 Suzuki RMZ450 MX;2016;430317
['Action', 'Adventure'];Just Cause  3 DLC: Sky Fortress Pack;2016;400551
['Racing', 'Simulation', 'Sports'];MX vs. ATV Supercross Encore - Suzuki LT450R ATV;2016;430315
['Casual', 'Simulation'];Rocksmith® 2014 – The Donnas - “Take It Off”;2016;436576
['RPG'];Mind Zero;2016;322630
['Casual', 'Simulation'];Rocksmith® 2014 – The Runaways - “Cherry Bomb”;2016;436577
['Action', 'Adventure', 'Indie'];From Earth;2016;334370
sin genero;Summer Breeze;2015;419240
['Casual', 'Simulation', 'Strategy'];Drawn®: Dark Flight  Collector's Edition;2016;451140
['Indie', 'Racing'];Race.a.bit;2016;336030
['Action', 'Adventure', 'Indie'];Porradaria 2: Pagode of the Night;2015;431220
['Action', 'Simulation', 'Sports'];Casey Powell Lacrosse 16;2016;353890
['Adventure', 'Indie'];Case #8;2016;448350
['Action', 'Indie'];Carnivore Land;2015;397860
['Casual', 'Indie'];RePete;2015;448010
sin genero;Buzzard;2016;446960
['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation'];Panzermadels: Tank Dating Simulator;2016;379980
['Action', 'Adventure', 'Indie'];Robert Mensah's Sins Of The Father;2016;450840
['Casual'];Doctor Watson - Treasure Island;2016;446430
['Action', 'Adventure'];Alekhine's Gun;2016;406720
['Casual'];Bloonz Toonz;2016;304190
['Action'];HITMAN ;2016;236870
['Action', 'Casual', 'Indie'];Infinity Wings - Scout &amp, Grunt;2016;448790
['Action', 'Adventure', 'Indie'];Beyond Dimensions;2016;429250
['Casual', 'Simulation'];Rocksmith® 2014 – Collective Soul - “December”;2016;436580
['Adventure', 'Indie'];Astroloco: Worst Contact;2016;357490
['Action', 'Indie', 'Simulation'];Sparkle ZERO;2016;448000
['Indie'];The Last NightMary - Soundtrack;2016;446860
['Action', 'Adventure'];NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Shikamaru's Tale Extra Scenario Pack;2016;416420
['Casual', 'Indie'];Burst;2016;454080
['Action', 'Adventure', 'Indie'];Unknown Battle;2016;443940
['Action', 'Adventure', 'Casual', 'Indie'];The Legend of Dark Witch Soundtracks;2016;454110
['Adventure', 'Indie'];Quantum Conscience - Original Soundtrack;2016;454660
['Action', 'Adventure', 'Indie', 'Strategy'];DGU -Sinister Semester;2016;381160
['Casual', 'Simulation'];Rocksmith® 2014 – Collective Soul - “Heavy”;2016;436581
['Casual', 'Simulation'];Rocksmith® 2014 – Collective Soul - “The World I Know”;2016;436582
['Strategy'];Warhammer® 40,000 : Dawn of War® II - Retribution - The Last Stand Necron Overlord;2016;378041
['Casual', 'Simulation'];Rocksmith® 2014 – Collective Soul Song Pack;2016;436584
['Casual', 'Simulation'];Rocksmith® 2014 – Collective Soul - “Gel”;2016;436583
['Indie', 'RPG', 'Strategy'];Sheltered;2016;356040
sin genero;No Title;2016;449130
['Action', 'Indie', 'Strategy', 'Early Access'];Love is Blind: Mutants;2016;444460
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - D&amp,D Curse of Strahd;2016;450080
['Action', 'Casual', 'Indie', 'Simulation'];Envoy;2016;447970
['Casual', 'Indie', 'RPG', 'Strategy'];Royal Heroes;2016;439920
['Casual', 'Simulation'];Seduce Me the Otome Music Soundtrack;2015;454791
['Casual', 'Indie', 'Simulation'];Sophie's Curse;2016;446380
['Casual', 'Simulation'];"""Just Another Day"" - Seduce Me Otome CD";2015;454790
['Casual'];Hidden Object 6-in-1 bundle;2016;448400
['Action', 'Indie', 'Strategy'];C.R.E.E.P.S;2016;387400
['Indie', 'Simulation'];Chesster;2016;352050
['Adventure', 'Indie', 'Strategy'];Wyrmsun: Brising Faction Flair Pack;2016;445341
['Adventure', 'Indie', 'Strategy'];Wyrmsun: Frankish Faction Flair Pack;2016;445340
['Adventure'];Obscuritas;2016;441680
['Action'];DARIUSBURST Chronicle Saviours - Night Striker;2016;428600
['Action'];DARIUSBURST Chronicle Saviours - Metal Black;2016;428601
['Action'];DARIUSBURST Chronicle Saviours - RayForce;2016;428602
['Action', 'Casual', 'Indie', 'Strategy'];101 Ways to Die;2016;413480
['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG'];Metal Assault;2016;413170
['Adventure', 'Indie', 'RPG'];Calcu-Late;2016;449200
['Free to Play', 'RPG'];Jesus Christ RPG Trilogy;2016;449040
['Casual', 'Indie'];Cubicolor;2016;454190
['Action', 'Casual', 'Indie'];Defy Gravity Extended;2016;96100
['Action', 'Indie'];Defy Gravity - Soundtrack;2016;451030
['Adventure', 'Casual', 'Indie'];Rising Angels: Hope;2016;368150
['Casual', 'Simulation'];Rocksmith® 2014 – Imagine Dragons - “It’s Time”;2016;436587
['Action', 'Adventure', 'Indie', 'RPG'];Princess.Loot.Pixel.Again Soundtrack;2016;456040
['Adventure', 'Indie'];A Room Beyond;2017;454330
['Free to Play', 'RPG'];Jesus Christ RPG Trilogy Soundtrack;2016;455451
['Free to Play', 'Indie', 'Strategy'];Forgotten Myths CCG;2016;299910
['Casual', 'Indie', 'RPG', 'Strategy'];Sword of the Stars: The Pit - Healer;2016;449720
['Adventure', 'Indie'];Magdalena Soundtrack;2016;456120
['Software Training'];Professor Teaches OneNote 2016;2015;406830
['Casual', 'Simulation'];Rocksmith® 2014 – Imagine Dragons Song Pack;2016;436588
['Strategy'];Soban Fleet Pack;2016;433241
['Adventure', 'Indie', 'RPG'];Candice DeBébé's Incredibly Trick Soundtrack;2016;454740
['Adventure', 'Indie', 'RPG'];Candice DeBébé's Incredibly Trick Lifestyle;2016;453790
['Adventure', 'Indie'];Nelly Cootalot: The Fowl Fleet;2016;317320
['Adventure', 'Indie'];Mimpi Dreams;2016;444770
['Action', 'Adventure', 'Indie', 'Racing'];Trigger Runners Remastered Soundtrack;2016;450890
['Action', 'Adventure', 'Indie', 'Racing'];Trigger Runners Soundtrack;2016;450870
['Adventure', 'Indie', 'RPG'];Borstal;2016;453730
['Action', 'Indie'];Wish Project;2016;367140
['Action', 'Adventure', 'Indie'];Vortex: The Gateway;2016;406170
['Action', 'Indie', 'RPG'];Zombasite;2016;408960
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Breath of Life;2016;456890
sin genero;No Title;2016;455440
"['Animation &amp; Modeling']";Substance Painter 2;2016;454510
['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Sports'];Sky To Fly: Faster Than Wind;2016;403850
['Action', 'Adventure', 'Casual', 'Racing', 'RPG', 'Sports', 'Strategy'];Atari Vault;2016;400020
['Adventure', 'Casual', 'Indie'];Paws Soundtrack;2016;449950
['Indie', 'Racing'];PolyRace;2016;384330
"['Design &amp; Illustration']";The Lonesome Fog;2016;446830
['Adventure', 'Casual', 'Indie'];Samorost 3;2016;421120
['Adventure', 'Casual', 'Indie'];Paws: A Shelter 2 Game;2016;434000
['Adventure', 'Casual', 'Indie'];Samorost 3 Soundtrack + Art Book;2016;455370
['Action', 'Casual', 'Indie'];Escape: Close Call;2016;448380
['Indie', 'Simulation', 'Strategy'];Villagers;2016;412460
['Free to Play', 'Indie', 'Simulation', 'Early Access'];MachineCraft;2016;397100
['Casual'];Heartomics: Nokori;2016;455970
['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access'];Galactineers;2016;424850
['Action', 'Indie'];Hush Hush - Unlimited Survival Horror;2016;449500
['Action', 'Casual', 'Indie'];SAMOLIOTIK;2016;449680
['Indie', 'Strategy'];Space Food Truck;2016;397390
['Action', 'Adventure', 'Indie', 'RPG', 'Strategy'];Thorne - Death Merchants;2016;451920
['Action', 'Adventure', 'Indie', 'Early Access'];At the Mountains of Madness;2016;393820
['Indie'];Polyology;2016;450650
['Free to Play', 'Massively Multiplayer', 'RPG'];Tree of Savior (English Ver.);2016;372000
['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy'];Waste Walkers Deliverance;2016;439900
sin genero;No Title;2016;330770
['Action', 'Casual', 'Indie'];Linea, the Game - Broken Chiptunes;2016;453330
sin genero;No Title;2016;300060
['Adventure', 'Indie', 'RPG'];Guns of Infinity;2016;446330
['Action'];Samurai Warriors Mashup Set;2016;445262
['Action', 'Free to Play', 'Indie'];Holodrive - Early Access Supporter Pack;2016;429310
['Action'];Character: Naotora Ii;2016;445260
['Adventure', 'Casual', 'Indie'];Recourse Demo;2016;431320
['Action', 'Adventure'];LEGO® MARVEL's Avengers DLC - The Masters of Evil Pack;2016;439500
['Action'];LEGO® MARVEL's Avengers Season Pass;2016;426860
['Adventure', 'Indie', 'RPG'];Sabres of Infinity;2013;446310
['Action', 'Adventure'];LEGO® MARVEL's Avengers DLC - Classic Captain Marvel Pack;2016;439501
['Action', 'Adventure', 'Indie'];Terrarium Land;2016;438780
sin genero;Thank You For Playing;2016;433500
['Casual', 'Simulation'];Rocksmith® 2014 – Hoobastank - “The Reason”;2016;436589
['Casual', 'Simulation'];Rocksmith® 2014 – The Cars - “My Best Friend’s Girl”;2016;436590
['Casual', 'Simulation'];Rocksmith® 2014 – Eddie Cochran - “Summertime Blues”;2016;436592
['Casual', 'Simulation'];Rocksmith® 2014 – Hit Singles Song Pack V;2016;436593
['Casual', 'Simulation'];Rocksmith® 2014 – Edgar Winter - “Free Ride”;2016;436591
['Adventure', 'Indie', 'Simulation', 'Early Access'];Pandora`s room;2016;440720
['Action'];ARSLAN - Skill Card Set 3;2016;428563
['Action'];ARSLAN - Scenario Set 5;2016;428564
['Action', 'Racing'];Road Madness;2014;457710
['Strategy'];NOBUNAGA'S AMBITION: Souzou SR - “Nobunaga's Ambition Day” memorial set (2016);2016;440914
['Action', 'Adventure', 'Indie', 'RPG'];Hyper Light Drifter;2016;257850
sin genero;No Title;2016;382110
['Action', 'Adventure', 'Indie'];Super Robot Jump Jump;2016;422980
['Adventure', 'Indie'];Silver Creek Falls - Chapter 3;2016;441060
['Action'];GUILTY GEAR 2 -OVERTURE-;2016;437000
sin genero;No Title;2016;457880
['Action'];ABRACA - Imagic Games;2016;345990
['Action', 'Adventure', 'Indie'];Rynn's Adventure: Trouble in the Enchanted Forest;2016;420500
['Action', 'Adventure', 'Indie', 'RPG'];Quest of Souls;2017;441560
['Action'];Remnant Resistance Pack;2016;419110
['Action', 'Indie', 'Racing'];Draw Rider;2016;448610
['Simulation'];Classroom Aquatic;2017;293800
['Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access'];Origin Of Destiny: Crimson Awakening;2016;448570
['Adventure', 'Indie'];The Minims;2016;442770
sin genero;No Title;2016;392190
['Casual', 'Indie'];Christmas Adventure: Candy Storm;2016;456430
['Adventure', 'Indie'];Adam's Venture: Origins;2016;400360
['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy'];BEEP - Soundtrack;2016;456470
['Casual', 'RPG', 'Simulation'];Forgotten, Not Lost - A Kinetic Novel;2016;457490
sin genero;No Title;2016;451650
['Indie', 'Strategy'];Defend Your Crypt;2016;457450
['Action', 'Indie', 'Sports', 'Early Access'];Super Arcade Football;2016;420550
['Adventure', 'Indie'];Anna's Quest;2015;327220
['Indie'];Green Game: TimeSwapper;2016;432990
['Action', 'Casual', 'Indie'];A grande bagunça espacial - The big space mess;2016;449220
sin genero;No Title;2016;420840
sin genero;No Title;2016;434430
sin genero;No Title;2016;380670
sin genero;No Title;2016;448880
sin genero;No Title;2016;447270
sin genero;No Title;2016;457960
sin genero;No Title;2016;428370
sin genero;No Title;2016;409390
sin genero;No Title;2016;446770
sin genero;No Title;2016;427890
sin genero;No Title;2016;459260
sin genero;No Title;2016;452710
['Simulation', 'Strategy'];Content Pack - Europa Universalis IV: Mare Nostrum;2016;436121
['Simulation', 'Strategy'];Expansion - Europa Universalis IV: Mare Nostrum;2016;436120
['Simulation', 'Strategy'];Europa Universalis IV: Sounds from the community - Kairis Soundtrack Part II;2016;443720
['Strategy', 'Early Access'];StarFringe: Adversus;2016;458030
sin genero;No Title;2016;433700
sin genero;No Title;2016;343730
sin genero;No Title;2016;457870
sin genero;No Title;2016;412740
sin genero;No Title;2016;414120
sin genero;No Title;2016;451520
sin genero;No Title;2016;322770
sin genero;No Title;2016;410570
['Action', 'Indie', 'RPG'];Good Robot;2016;358830
['Action', 'Indie', 'RPG'];Good Robot Soundtrack;2016;439690
sin genero;No Title;2016;457690
['Simulation'];Train Simulator: Class 156 Loco Add-On;2016;65217
sin genero;No Title;2016;456420
['Action'];DARIUSBURST Chronicle Saviours - Space Harrier;2016;428603
['Action'];DARIUSBURST Chronicle Saviours - Fantasy Zone;2016;428605
['Action'];DARIUSBURST Chronicle Saviours - Galaxy Force II;2016;428604
['Action', 'Adventure', 'Indie'];NO THING;2016;444800
['Casual', 'Indie'];Slime Jumper;2016;408240
['Simulation'];Train Simulator: Arriva Trains Wales DMU Pack Add-On;2016;376941
['Simulation'];Train Simulator: South Wales Coastal Route Add-On;2016;376940
['Action', 'Indie'];Jet Set Knights;2016;405550
['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];Epic Quest of the 4 Crystals - Deluxe Contents;2016;425380
['Action', 'Adventure'];The Ables: Freepoint High;2015;427640
['Casual', 'Free to Play', 'Indie'];Antenna;2016;443580
['Adventure', 'Casual'];Secret of the Pendulum;2016;434540
sin genero;The Next World Soundtrack;2016;461020
['Action', 'Adventure', 'Indie', 'RPG'];Silver Bullet: Prometheus;2016;446250
['Action', 'Indie'];Neo Aquarium Soundtrack;2016;444390
['Indie', 'Simulation', 'Strategy'];Automata Empire;2016;423800
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']";S2ENGINE HD;2016;443970
['Action', 'Adventure', 'Indie', 'RPG'];Warden: Melody of the Undergrowth;2016;338310
['Action', 'Indie', 'RPG', 'Simulation', 'Early Access'];The Contact;2016;394010
['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access'];Beyond The Destiny;2016;436410
['Indie', 'Simulation', 'Strategy', 'Early Access'];Judgment: Apocalypse Survival Simulation;2016;455980
['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access'];Hide &amp, Hold Out - H2o;2016;377140
['Action', 'Adventure'];Assassin's Creed® Syndicate - The Dreadful Crimes;2016;452960
['Indie', 'Simulation', 'Strategy'];Democracy 3 Africa;2016;427470
['Action', 'Adventure', 'RPG'];Tom Clancy's The Division  - Frontline Outfits Pack;2016;456280
sin genero;Temps;2016;460740
['Casual', 'Simulation'];Rocksmith® 2014 – Disturbed - “Stricken”;2016;436598
['Casual', 'Simulation'];Rocksmith® 2014 – Disturbed - “Indestructible”;2016;436599
['Casual', 'Simulation'];Rocksmith® 2014 – Disturbed - “Inside the Fire”;2016;436600
['Casual', 'Simulation'];Rocksmith® 2014 – Disturbed - “The Night”;2016;436601
['Casual'];Discovering Colors - Animals;2016;411870
['Indie', 'Simulation'];Euro Truck Simulator 2 - Wheel Tuning Pack;2016;388475
['Indie', 'Simulation'];American Truck Simulator - Wheel Tuning Pack;2016;450550
['Action', 'Casual', 'Indie', 'Strategy'];Hero Quest: Tower Conflict;2016;453820
['Simulation', 'Strategy'];Twilight Struggle;2016;406290
['Indie', 'Strategy'];Sentinels of the Multiverse - Wrath of the Cosmos;2016;451710
['Indie', 'Early Access'];Veer;2016;405530
['Action', 'Free to Play', 'Indie'];Clash of the Monsters;2016;431500
['Action', 'Adventure', 'Indie', 'Early Access'];Welkin Road;2016;432720
['Casual', 'Free to Play', 'Simulation'];Lucid9: Inciting Incident;2016;439940
['Action', 'Casual', 'Indie', 'Racing'];Roll'd;2016;461010
['Action', 'Adventure', 'RPG'];Code of Princess;2016;408640
['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy'];Астролорды: Передовик производства;2016;461090
sin genero;Champions of Breakfast - OST;2016;462550
['Indie', 'Simulation', 'Strategy'];States, Firms, &amp, Households;2016;458820
['Simulation'];TANE DLC: Newcastle Shunter;2016;457610
['Action', 'Adventure', 'Indie', 'Early Access'];Massive;2016;461400
['Action'];METAL SLUG 2;2016;366260
